182,54,8
182,0,17
182,1,3
182,44,2
183,4,25
184,3,0
185,1,10
185,10,44
185,24,10
185,6,26
186,7,22
186,13,18
186,21,28
187,32,36
188,1,10
188,1,11
188,42,10
189,10,1
190,56,16
191,8,1
191,25,51
192,2,10
192,1,14
193,29,1
194,48,32
194,1,47
194,20,0
195,43,52
196,38,30
196,14,38
196,1,6
197,24,1
197,8,22
197,7,10
198,1,42
198,1,8
200,53,0
200,52,45
200,1,31
201,1,10
202,10,55
202,54,33
202,34,1
203,42,1
203,1,10
204,1,0
204,10,1
205,1,12
206,0,33
206,10,1
207,1,29
207,51,1
208,50,1
208,1,26
208,1,0
209,31,20
210,46,16
210,23,21
211,1,23
211,1,9
211,1,9
212,10,1
213,49,38
214,33,39
214,20,45
214,52,13
214,5,7
215,1,5
215,53,10
215,1,3
216,20,3
216,1,13
216,9,54
218,18,1
218,41,1
218,20,0
219,1,38
220,10,13
220,52,41
220,40,8
220,0,18
221,39,37
222,0,7
222,1,48
222,0,41
223,34,1
223,10,28
224,22,6
224,10,28
225,1,0
225,10,1
225,27,24
225,43,23
226,1,5
227,1,0
227,10,1
228,31,10
228,25,38
229,13,1
229,1,25
229,1,10
231,5,0
231,11,46
231,25,16
232,23,1
232,10,22
233,1,27
233,24,0
233,37,0
234,30,4
234,31,22
234,36,1
234,0,1
234,10,1
235,0,1
235,0,1
235,6,1
236,0,39
236,1,45
237,31,44
237,42,1
237,37,19
238,30,10
239,7,1
239,14,10
240,10,1
240,39,47
240,2,44
242,37,10
242,10,23
242,56,50
243,1,47
243,1,40
243,10,22
244,34,1
244,1,32
245,51,21
245,10,51
245,1,51
246,1,27
246,13,10
247,16,1
247,54,1
247,47,10
247,38,10
248,1,30
248,1,10
248,35,1
249,43,1
250,47,10
250,1,10
250,1,19
251,52,35
251,42,0
252,31,0
252,38,0
252,33,38
252,37,21
253,12,43
253,10,21
254,10,15
254,10,5
255,49,0
255,43,34
255,21,1
257,0,15
257,24,47
258,14,7
259,23,1
259,16,42
260,46,43
260,17,1
262,1,55
262,1,28
263,1,21
263,27,5
264,32,43
264,0,9
266,1,7
266,28,0
267,0,36
267,50,24
267,0,1
268,42,10
269,10,1
269,29,21
270,0,15
270,1,10
271,21,0
272,50,1
272,4,0
273,1,18
273,1,10
274,1,39
275,10,0
275,0,43
276,1,9
276,43,41
277,1,40
278,1,36
280,42,48
280,1,10
281,0,41
281,49,7
281,10,1
282,48,13
282,6,19
282,10,1
283,52,1
283,11,43
284,55,10
284,32,1
286,0,32
286,1,19
287,36,1
287,28,52
287,28,1
290,1,14
291,0,9
291,39,10
292,0,1
292,1,20
293,1,0
293,1,10
293,27,10
294,10,7
294,10,24
295,1,10
296,6,49
296,26,1
297,1,31
298,56,0
299,1,22
299,0,1
299,40,14
300,1,32
300,1,12
301,1,15
301,13,28
301,40,33
302,7,1
302,1,54
304,10,33
304,1,36
305,30,1
305,7,1
305,3,24
306,20,10
306,0,22
307,0,24
307,14,1
307,35,20
308,33,10
308,1,54
308,0,10
309,10,21
309,1,26
310,10,0
310,44,31
311,0,1
311,1,10
311,10,55
312,23,1
312,40,8
312,25,48
313,0,48
314,0,1
314,29,48
315,20,1
315,0,1
316,1,10
316,31,50
316,1,0
317,39,51
317,10,31
318,26,10
319,1,47
319,0,34
319,0,37
320,7,1
321,22,1
322,53,39
324,14,1
325,15,10
326,0,23
326,1,0
327,1,10
327,1,17
327,1,6
328,26,22
329,28,1
329,51,1
329,29,1
330,53,47
330,13,29
330,29,55
331,10,1
331,46,1
332,15,38
332,10,38
333,7,50
333,28,24
334,1,23
334,10,13
334,1,8
335,1,0
335,6,23
336,10,39
337,19,4
337,1,51
337,1,31
338,55,10
338,1,10
338,47,48
339,1,39
339,48,1
340,1,10
341,27,25
341,41,10
341,37,16
342,18,42
342,1,42
342,36,9
343,1,0
343,43,13
343,22,0
344,49,42
345,13,1
345,1,27
345,10,0
346,27,49
346,0,45
347,0,1
347,10,56
347,1,21
348,51,10
348,43,39
349,51,41
349,1,41
350,0,1
350,47,1
351,0,38
351,46,1
351,10,11
352,1,0
352,2,27
353,36,52
354,5,26
355,10,1
355,10,1
355,10,28
355,13,15
356,5,43
357,1,0
357,55,1
357,10,1
358,6,1
358,49,40
358,51,36
359,11,0
359,10,3
360,19,1
360,10,2
361,1,19
362,47,34
362,1,43
362,55,16
363,3,10
364,1,33
364,50,1
366,1,0
367,39,35
367,1,14
367,10,27
367,1,51
368,1,10
368,8,17
369,1,10
369,0,36
370,0,1
371,51,19
371,42,10
372,0,4
372,1,21
372,11,1
372,17,10
373,12,19
373,43,10
374,12,9
375,1,23
375,15,1
376,1,5
376,49,35
376,27,1
377,1,5
377,15,37
378,16,25
379,6,18
382,1,34
383,10,2
383,1,19
383,43,10
384,1,3
384,40,10
385,1,44
386,2,1
386,28,1
387,45,26
387,2,14
387,1,32
388,50,48
388,10,49
388,51,0
389,11,21
389,0,1
391,0,49
392,1,46
393,44,10
393,14,1
394,1,10
395,10,30
396,39,18
397,3,20
397,1,0
397,30,1
397,1,0
398,10,42
398,25,18
398,23,18
398,10,0
399,17,1
399,7,1
400,1,37
401,1,55
402,0,45
403,10,5
403,3,20
403,1,0
403,45,1
405,18,48
405,10,45
406,6,1
406,17,10
406,1,49
407,16,23
407,30,1
407,10,1
408,0,26
408,19,1
409,1,14
409,0,26
409,1,19
412,2,1
412,1,26
412,23,0
413,1,20
413,44,1
413,47,24
413,10,51
414,0,1
414,23,53
414,10,1
415,12,10
415,26,36
415,49,1
416,1,45
416,34,1
417,27,1
417,28,55
418,9,12
418,36,45
418,40,20
418,25,51
419,11,53
420,35,15
420,51,10
420,42,0
421,46,10
421,0,53
421,51,11
422,10,1
422,1,3
422,0,1
423,1,14
423,10,41
424,1,50
424,10,0
424,0,20
425,7,1
425,46,8
426,29,39
427,13,0
428,18,1
429,45,29
429,39,42
430,8,9
431,24,44
431,1,10
432,51,1
432,51,24
432,18,1
433,10,7
434,3,55
434,18,0
435,1,28
435,1,10
436,3,1
436,1,0
436,10,47
437,1,2
438,10,56
439,54,1
439,10,18
440,43,20
440,27,10
441,39,1
441,37,19
441,1,25
442,15,41
442,31,37
443,32,6
444,50,11
444,36,1
445,18,55
445,12,10
445,0,10
445,10,46
446,10,12
446,30,21
447,1,38
447,38,1
448,15,35
448,23,49
449,45,0
449,26,10
449,10,11
449,1,20
450,10,50
450,10,42
451,26,43
451,23,37
451,10,15
452,0,7
452,1,17
453,27,33
453,13,17
455,1,2
457,1,36
458,1,23
459,0,1
460,1,0
460,9,29
461,20,44
461,10,1
462,1,20
462,39,43
462,47,40
463,1,31
463,27,5
463,0,1
463,10,1
463,1,10
464,0,31
464,2,11
465,1,54
465,1,11
465,10,21
466,49,43
466,1,0
466,1,43
467,34,36
467,36,51
468,53,16
468,1,52
469,10,53
469,10,16
470,25,1
470,1,0
471,40,10
471,10,25
473,31,0
473,0,1
474,0,20
474,29,49
474,1,20
474,42,1
474,29,44
475,1,10
475,1,8
476,9,1
476,1,34
477,34,52
477,20,8
478,1,7
478,1,43
478,16,10
479,1,0
479,32,1
479,23,26
479,43,1
480,1,35
480,9,10
481,0,22
481,30,50
481,1,42
481,47,0
482,1,29
482,46,23
483,1,36
483,10,42
483,10,50
484,26,1
485,15,25
485,35,1
485,8,2
487,31,1
488,40,11
488,30,39
489,4,0
489,0,1
490,55,52
490,23,1
491,13,10
491,19,0
492,10,1
493,37,17
494,52,1
494,4,1
495,10,0
495,39,36
496,10,0
497,0,10
498,31,10
498,51,0
499,43,10
499,48,1
499,1,0
500,43,54
500,1,10
500,1,44
501,10,28
501,44,1
502,3,47
503,1,10
503,0,1
504,42,35
504,0,36
505,0,1
505,14,1
506,0,1
507,1,19
507,25,50
508,1,9
509,1,10
509,10,1
510,1,50
510,1,23
510,42,10
511,14,36
511,38,48
512,0,1
512,1,10
512,25,23
512,24,28
513,23,1
513,7,26
513,30,1
514,0,1
515,37,4
515,19,1
516,1,27
516,0,10
517,49,1
517,2,12
517,25,3
518,1,28
520,10,22
520,3,15
520,7,37
520,42,29
521,31,1
521,25,1
521,51,42
522,41,30
522,31,29
523,1,32
523,54,1
524,39,1
524,10,1
525,7,10
525,5,10
526,1,46
526,1,10
527,10,0
527,34,15
527,19,10
527,0,32
528,15,51
528,4,30
529,24,1
529,3,14
530,47,1
531,56,1
531,20,15
532,42,0
533,1,10
533,1,0
534,49,29
535,21,0
535,10,40
535,1,0
535,55,10
536,1,15
536,6,23
537,45,10
538,24,1
538,28,10
538,54,1
539,1,4
539,55,27
540,1,13
540,1,40
540,18,1
541,1,10
542,1,45
542,0,1
543,12,10
543,21,10
543,38,27
544,14,1
544,52,33
544,1,20
545,0,10
546,48,13
547,0,1
548,1,43
548,0,48
549,0,34
550,8,1
550,1,28
550,10,0
552,30,0
552,1,27
552,37,30
555,3,1
555,24,1
556,1,5
556,3,17
557,1,4
557,7,45
558,1,50
558,0,10
559,43,10
560,16,1
560,0,1
560,0,47
561,1,3
561,27,34
562,1,8
563,1,47
564,23,1
564,42,1
565,12,10
565,49,34
565,0,1
565,50,12
566,18,10
566,1,10
566,23,30
567,43,2
567,1,17
567,55,37
568,1,37
570,19,38
570,50,13
570,41,34
570,10,47
571,28,34
571,1,41
572,20,8
572,0,28
572,16,1
573,1,10
573,46,28
574,0,40
574,9,1
574,1,10
575,10,23
575,4,16
576,0,20
576,36,1
577,9,0
577,0,22
577,1,7
579,18,1
579,1,24
580,10,1
581,43,49
581,17,32
581,1,7
582,1,10
583,1,46
583,1,3
584,33,55
584,31,46
585,1,40
585,1,31
586,45,52
587,0,19
587,10,6
587,35,1
588,45,52
589,3,1
589,1,23
589,40,32
590,1,10
590,18,1
591,0,1
591,0,28
591,7,1
592,10,1
593,1,3
594,9,10
594,31,1
596,4,2
596,48,23
597,10,4
597,52,10
598,19,14
598,50,1
599,0,22
600,0,5
600,17,42
601,1,15
601,12,1
602,1,54
603,17,42
604,1,12
604,41,48
605,34,1
606,1,37
606,11,1
607,48,1
608,1,12
608,12,1
609,22,34
610,1,23
610,18,7
610,1,44
611,35,10
611,26,7
612,56,1
613,6,0
613,49,32
614,10,36
614,1,10
614,47,2
615,46,1
615,1,6
615,48,49
616,4,1
616,50,43
617,25,26
618,1,25
618,10,8
619,0,14
619,41,27
619,0,28
619,7,28
621,32,0
621,4,2
621,26,41
622,25,0
622,2,25
623,49,1
624,10,0
624,14,39
624,1,49
624,44,1
625,17,1
625,26,44
625,1,10
626,1,43
626,5,33
627,55,17
627,1,37
628,1,10
630,1,37
630,12,10
631,1,7
633,8,20
633,10,1
633,4,0
634,27,41
634,10,37
635,1,0
636,33,36
636,16,7
637,1,5
637,31,1
638,10,1
639,10,5
639,45,27
640,36,43
640,0,53
641,1,42
642,0,53
642,36,15
642,1,22
643,10,41
643,44,21
644,36,53
644,31,52
644,21,1
644,0,35
645,10,1
645,9,0
646,17,1
647,1,0
648,17,28
648,1,6
649,45,2
650,1,21
650,10,0
651,1,43
652,0,9
652,1,12
652,28,29
653,0,10
653,10,1
654,36,21
655,12,17
655,29,43
656,1,37
656,10,27
657,21,0
657,10,0
657,8,13
658,1,0
660,53,10
660,24,1
660,22,1
662,0,1
662,4,23
663,55,51
664,45,26
665,14,49
665,10,17
665,16,1
666,16,1
666,1,37
666,10,49
667,10,0
667,24,10
667,10,16
667,1,45
668,1,39
669,14,0
669,1,15
670,1,46
670,37,46
671,10,1
671,36,1
672,1,3
673,13,1
673,49,56
673,0,10
673,1,42
674,1,3
674,45,43
674,43,32
677,20,1
677,41,56
678,1,18
678,39,0
679,1,19
679,1,15
680,8,23
680,10,6
681,0,40
682,0,48
682,30,10
682,0,1
683,1,28
684,1,0
684,10,53
685,39,1
687,24,1
688,46,1
689,29,0
690,2,1
690,15,1
690,9,47
691,29,0
691,6,1
691,18,48
693,26,0
693,23,4
694,35,19
695,56,32
695,1,10
696,10,6
696,4,48
697,1,54
697,41,49
698,1,0
698,1,30
698,1,53
699,10,1
700,48,43
700,0,55
700,37,2
701,1,15
701,8,7
702,32,1
703,24,27
703,1,8
704,1,17
704,47,31
704,25,7
705,2,0
705,1,28
705,48,24
706,54,10
706,23,31
706,5,50
707,50,1
708,10,1
708,0,32
708,1,5
708,51,10
709,1,21
709,12,1
710,0,21
711,1,21
711,32,1
712,14,31
712,44,23
712,1,20
713,14,1
713,11,18
714,19,12
714,1,46
715,1,55
715,1,17
716,0,1
716,41,1
716,10,46
717,10,1
718,10,0
719,15,0
719,24,30
720,1,38
720,55,21
720,56,10
720,53,45
721,7,15
721,26,37
721,28,0
722,20,51
722,1,10
723,46,28
723,1,50
724,1,49
725,9,1
725,45,10
725,10,14
726,25,1
726,0,50
726,47,1
726,54,32
727,27,23
727,1,18
727,43,38
728,20,1
728,0,41
728,0,1
729,18,1
730,1,10
730,17,1
731,41,1
731,17,0
732,4,49
732,0,1
733,1,27
733,24,33
733,1,46
735,49,46
735,29,0
736,1,16
736,1,5
736,23,48
736,50,36
737,1,0
737,24,55
738,1,18
738,30,11
739,1,21
740,55,1
740,1,0
740,10,24
741,0,42
741,1,15
741,27,10
742,30,26
742,1,46
742,39,28
743,33,27
743,45,1
743,1,45
744,3,40
745,0,12
745,24,0
745,41,1
745,0,9
746,32,1
746,52,10
747,1,35
748,1,15
748,49,4
749,0,1
749,32,1
749,17,10
749,48,10
750,5,1
750,10,40
751,51,0
751,29,36
752,1,10
753,5,42
753,20,1
754,41,45
754,1,43
755,1,26
755,40,41
755,33,17
755,1,30
756,46,25
756,5,1
757,22,19
758,10,3
758,0,56
759,50,15
759,0,3
760,22,29
761,27,1
761,8,36
762,48,12
762,11,23
762,0,1
762,43,10
763,55,11
763,0,26
763,32,0
764,55,13
764,12,16
764,27,1
764,21,43
765,0,22
765,10,1
765,44,0
766,6,0
766,1,32
767,11,13
767,0,1
768,1,16
768,1,39
768,1,24
769,33,1
769,1,20
770,10,1
771,10,49
771,10,51
772,1,10
772,1,33
772,32,7
773,47,43
773,1,38
774,10,1
774,10,53
774,1,4
775,21,1
775,9,25
776,4,10
777,1,0
777,1,27
778,36,34
778,0,6
778,11,10
779,16,15
779,0,1
779,26,10
780,0,12
781,23,8
782,0,1
783,10,19
783,52,1
783,3,0
784,1,12
784,39,8
785,27,34
786,44,12
787,12,48
787,1,42
787,1,26
788,21,53
788,1,8
789,1,50
789,0,2
790,56,5
790,1,5
791,21,5
792,51,1
792,14,19
792,1,40
793,7,11
794,23,10
795,34,1
795,2,0
795,10,30
796,10,31
797,1,18
797,1,46
798,47,46
798,10,49
798,40,26
799,22,35
800,37,19
801,0,31
801,34,10
802,1,7
802,10,0
802,1,17
803,10,1
803,43,7
803,1,3
804,56,5
804,1,0
804,1,9
805,50,1
805,30,10
805,0,55
806,32,27
807,45,50
807,46,17
807,10,43
807,32,1
808,10,1
809,9,1
809,0,7
810,0,7
811,24,10
811,0,33
811,36,30
811,9,1
812,1,32
812,0,35
813,17,0
813,0,3
813,1,34
814,1,0
815,1,45
815,22,0
815,13,1
816,10,0
817,23,10
818,47,32
818,10,42
818,1,0
818,45,48
819,1,26
819,44,12
820,0,42
821,1,0
821,37,1
823,1,22
824,10,0
824,10,8
825,0,52
825,20,1
826,35,1
827,1,23
828,29,0
829,31,1
829,38,1
830,18,20
830,20,0
831,1,30
831,9,15
832,1,6
832,1,5
832,52,33
833,19,1
833,1,38
833,1,10
833,0,26
834,1,10
834,50,10
834,43,0
835,11,40
835,11,48
835,1,44
836,1,7
836,1,37
837,29,15
838,4,1
839,29,49
839,0,14
839,3,0
840,1,48
840,12,39
840,38,1
840,1,42
841,1,25
841,43,9
842,13,39
843,0,10
843,32,0
844,10,48
844,10,27
844,10,1
844,34,1
845,10,51
846,4,28
846,8,48
847,1,28
847,2,53
847,5,1
847,1,20
848,0,40
850,1,4
850,29,27
850,1,30
850,1,19
851,35,53
851,0,46
851,55,56
852,10,1
852,10,1
852,55,10
852,18,1
853,42,45
853,6,45
854,1,28
855,30,14
855,40,10
856,1,35
856,1,18
857,1,17
857,16,32
857,15,27
858,10,1
858,10,1
858,16,1
858,40,1
859,1,0
860,43,0
861,2,15
861,0,1
861,1,12
862,25,1
862,1,21
862,1,20
862,37,50
863,51,1
863,10,8
864,31,19
865,10,1
866,40,13
866,46,8
867,3,32
867,45,32
868,0,3
868,1,6
868,24,1
869,1,39
869,33,10
869,31,10
870,10,1
870,39,55
870,10,48
872,10,45
872,0,10
872,0,1
873,0,8
873,1,0
873,10,1
873,37,0
874,30,39
874,1,10
875,1,35
876,1,53
877,1,10
877,1,12
878,18,29
878,41,10
879,1,10
879,46,10
880,15,2
880,22,3
880,55,45
881,10,40
881,0,33
882,5,50
882,1,10
882,25,10
882,55,54
883,10,1
883,36,0
884,21,51
884,1,42
885,4,15
885,1,20
886,19,0
887,10,0
888,10,1
888,37,42
889,3,23
889,0,1
889,1,29
889,8,1
890,35,9
891,11,0
892,2,27
892,31,10
892,36,16
893,12,10
894,10,44
894,1,10
895,9,10
895,49,0
896,1,21
896,28,5
897,11,3
897,15,22
898,38,1
899,1,39
900,19,31
900,18,35
900,29,39
901,1,3
902,10,31
902,1,40
902,1,0
904,13,43
904,36,10
904,54,40
905,1,9
905,53,1
905,23,16
905,0,29
906,0,1
907,33,0
907,1,38
908,17,1
908,5,0
909,5,43
909,18,28
910,43,49
910,17,1
910,0,20
910,1,18
911,1,26
911,0,1
913,1,0
913,10,1
914,0,36
914,10,41
915,18,0
916,30,10
916,23,39
917,0,1
917,46,24
917,0,1
917,1,20
918,0,10
919,0,10
920,36,41
920,0,10
920,0,4
921,1,45
921,6,0
921,19,50
923,27,1
923,17,10
924,30,1
924,7,0
924,31,1
925,12,10
925,24,23
926,10,22
926,37,0
926,10,2
927,42,1
927,47,3
927,0,43
927,10,0
928,3,0
928,1,40
929,1,10
929,1,15
930,50,24
930,3,1
930,2,11
930,0,5
930,0,9
931,7,29
931,0,1
931,25,11
931,51,1
932,1,10
932,1,0
933,14,52
934,19,44
934,1,4
934,20,1
935,32,45
935,1,5
936,53,41
936,0,6
936,7,1
936,14,10
937,10,38
937,1,14
937,4,26
938,26,10
938,1,54
939,10,28
940,11,1
940,33,3
941,10,42
941,1,34
942,21,1
943,10,1
944,13,22
944,45,10
944,1,21
945,35,4
945,1,9
945,1,2
948,51,38
949,1,0
949,0,29
949,0,48
950,30,3
950,1,18
951,5,34
951,1,10
951,10,0
951,36,10
952,34,47
953,0,49
953,36,27
953,1,30
953,51,11
954,48,12
954,20,18
954,55,20
955,0,53
955,38,26
957,1,13
957,42,0
957,1,0
958,1,10
958,1,0
959,7,4
960,1,54
960,1,20
960,8,10
960,41,1
961,1,46
961,41,10
963,1,37
963,40,10
964,54,49
964,40,39
965,16,55
965,14,31
965,19,48
966,53,10
966,18,25
967,0,10
967,46,1
967,33,15
968,28,11
968,32,10
969,34,13
969,28,1
970,1,18
970,1,0
971,1,29
972,10,55
972,0,1
973,19,53
974,37,0
974,48,17
974,20,45
975,3,10
975,14,9
976,10,1
977,1,23
977,45,0
978,1,49
978,34,10
978,25,51
979,9,1
980,10,47
980,13,16
982,0,42
982,10,49
983,8,15
983,1,49
983,25,5
984,21,10
984,0,1
984,35,38
985,39,1
986,19,1
986,34,1
987,26,1
987,25,13
988,1,10
988,27,12
989,34,40
989,50,1
990,51,0
990,22,1
990,7,55
991,2,10
991,18,0
992,1,54
992,1,55
993,10,8
993,1,4
994,1,11
994,44,22
995,1,4
995,25,0
995,0,50
996,1,10
996,22,10
997,20,0
997,5,1
999,10,30
999,28,0
1000,1,9
1000,1,45
1002,53,1
1003,0,54
1004,1,2
1004,33,2
1005,10,13
1005,3,1
1006,1,8
1007,1,23
1008,21,8
1008,1,10
1009,1,0
1009,21,1
1009,10,51
1010,1,11
1010,11,44
1010,37,15
1011,10,0
1011,1,7
1011,1,42
1011,17,25
1012,32,35
1012,46,1
1013,18,40
1014,28,38
1014,10,1
1014,0,18
1015,10,54
1015,40,4
1015,15,51
1015,42,28
1016,0,26
1017,18,1
1017,13,0
1018,21,2
1018,36,1
1018,14,19
1019,7,24
1020,44,42
1021,47,10
1021,5,1
1023,1,10
1023,1,13
1025,46,33
1025,33,1
1025,1,21
1026,10,53
1026,0,1
1026,48,56
1026,1,9
1027,23,1
1027,15,49
1028,0,52
1029,41,45
1030,18,13
1030,1,10
1030,56,26
1031,48,10
1031,11,1
1031,10,54
1031,1,55
1032,42,47
1032,51,20
1032,48,26
1033,1,29
1033,10,1
1034,21,54
1034,17,47
1034,1,27
1035,2,1
1035,3,10
1036,1,2
1036,10,1
1037,1,10
1038,1,46
1038,1,20
1038,1,0
1039,3,0
1039,17,55
1039,1,24
1040,51,40
1040,41,1
1040,15,1
1041,49,1
1041,2,1
1042,10,17
1042,17,52
1043,21,0
1043,39,32
1044,36,1
1045,10,1
1045,1,17
1046,47,54
1046,1,0
1047,42,40
1047,1,28
1048,0,9
1048,1,37
1049,1,0
1049,41,10
1049,10,1
1050,1,0
1051,10,1
1051,1,30
1052,45,29
1052,10,19
1053,12,32
1053,1,33
1054,1,25
1054,0,23
1055,1,54
1056,19,33
1057,27,10
1057,30,1
1057,0,26
1058,31,1
1058,1,23
1058,10,30
1058,43,10
1060,1,29
1060,1,10
1061,1,25
1062,4,40
1063,32,24
1064,12,10
1064,20,15
1065,1,0
1065,1,35
1066,9,15
1066,1,28
1066,10,1
1066,52,44
1067,1,55
1068,19,36
1068,45,22
1069,9,32
1069,1,23
1069,15,10
1070,46,50
1070,1,45
1070,52,1
1071,12,1
1072,1,40
1072,1,52
1072,12,1
1073,50,1
1073,12,48
1074,43,2
1074,1,21
1075,46,34
1076,26,31
1077,0,10
1077,1,20
1078,38,1
1078,34,2
1078,46,11
1078,1,3
1079,46,1
1079,28,26
1080,1,0
1080,0,10
1080,1,36
1081,0,3
1081,24,1
1083,18,1
1083,17,14
1084,29,52
1084,1,45
1086,1,47
1086,0,35
1086,35,1
1087,43,1
1087,1,0
1088,15,44
1089,11,3
1089,10,0
1090,52,44
1090,10,4
1091,44,0
1091,45,1
1092,1,10
1092,50,45
1093,46,8
1093,1,3
1094,48,46
1094,10,0
1094,1,31
1094,1,0
1094,1,0
1095,1,17
1095,1,50
1095,1,16
1096,45,0
1096,18,35
1097,33,10
1098,19,14
1098,0,51
1098,1,31
1098,19,54
1098,22,0
1099,23,1
1100,23,17
1100,26,0
1100,25,10
1102,3,56
1103,48,1
1104,19,1
1104,3,37
1105,1,20
1105,10,1
1107,22,1
1107,33,1
1108,10,25
1109,42,52
1110,53,15
1111,1,32
1111,55,1
1111,4,36
1112,0,16
1112,17,13
1112,3,1
1113,37,1
1113,39,1
1113,16,40
1114,0,9
1115,1,0
1117,38,3
1118,1,0
1118,43,1
1119,34,0
1119,10,47
1120,36,11
1120,27,15
1121,1,4
1121,5,1
1121,42,1
1122,28,12
1123,5,35
1123,1,12
1124,6,1
1124,1,35
1125,22,1
1126,0,6
1126,10,46
1127,1,54
1127,42,1
1127,0,43
1127,32,1
1128,36,1
1128,55,41
1129,1,0
1129,0,1
1130,1,20
1130,1,11
1130,1,41
1131,1,10
1131,32,52
1132,0,10
1133,1,41
1134,7,10
1134,6,36
1135,9,7
1135,39,50
1136,31,33
1136,23,37
1137,0,1
1138,10,42
